,chart_img,caption,label,claim,explanation
1138,https://chartfc.s3.amazonaws.com/BombfalloutMoTeSrI.png,"The relative contribution to the gamma dose rate due to the molybdenum, iodine, tellutium, and iodine isotopes in bomb fallout",FALSE,Te-132 has the highest contribution to the gamma dose rate at any point.,Mo-99 and Tc-99m have the highest value on the graph at 8 days.  This value is higher than any other at any point on the graph.  Te-132 has the second highest value at around 8 days as well.  
1139,https://chartfc.s3.amazonaws.com/Updated_Fig.1_Pie.png,"Each piece of the pie chart depicts the role that the individual processes play in the overall design and production of a product. In recent years the environment has begun to play an important role in this diagram. If any piece is missing, production may not be able to occur.",FALSE,The environment is the important process in product production.,"The chart does indicate that the environment is the  important process. It states that the environment has begun to play an important role in the design and production process in recent years. The chart shows that the design process is the large slice of the pie,  it is the important process in product production."
1140,"https://chartfc.s3.amazonaws.com/Political_orientations_in_Polk_County,_Oregon_(2009).gif",https://sos.oregon.gov/elections/Pages/electionsstatistics.aspx,TRUE,Oregon had a higher number of registered Republicans than Democrats as of 2009,The chart only shows data for April of 2009. At which point 40% of voters were Republicans as opposed to only 37% that were Democrats
1141,"https://chartfc.s3.amazonaws.com/Political_orientations_in_Polk_County,_Oregon_(2009).gif",https://sos.oregon.gov/elections/Pages/electionsstatistics.aspx,TRUE,Oregon had a higher number of registered Republicans than Democrats as of 2009.,"As seen in the pie chart, Republicans account for 40% share whereas Democrats account for 37%. Therefore, the claim is true "
1142,https://chartfc.s3.amazonaws.com/LandTN.JPG,Land valuation,TRUE,Land Area is the largest square footage amount on the graph.,"The bar corresponding to Land Area is the highest on the graph, indicating it has the most square footage.  "
1143,https://chartfc.s3.amazonaws.com/Percent_of_US_white_males_arrested_by_age.png,"Arrests in the United States of white males in 2014 by age. Less than half as many whites are arrested per capita than blacks. Estimated from the age distribution of whites in the United States (77.9%) and the percentage of whites arrested (65.3% under 18, 72.8% over 18), and the age distribution of arrests. Data from UCR",FALSE,WHITE MALES IN THE UNITED STATES HAVE A HIGHER PER CAPITA ARREST RATE THAN BLACK MALES,THIS CLAIM IS FALSE BECAUSE THE CHART AND CAPTION CLEARLY STATE THAT WHITE MALES HAVE A LOWER PER CAPITA ARREST RATE THAN BLACK MALES
1144,https://chartfc.s3.amazonaws.com/A_pie_chart_of_the_2011_ethnic_groups_in_Fakenham_Magna..png,"This is a pie chart showing the ethnic groups in Fakenham Magna, retrieved from 2011 Census data.",FALSE,"In 2011, the minority population in Fakenham Magna was that of Asians.","The claim is false as can be seen in the pie chart, the Asians were the second largest ethnic group in 2011 in Fakenham Magna."
1145,https://chartfc.s3.amazonaws.com/U.S._party_affiliation.jpg,Party affiliation USA,TRUE,The chart shows a high percentage of registered Democrats compared to registered Republicans.,"The chart displays the percentages of registered Democrats and registered Republicans, and based on the lengths of the respective bars, this is evident that the bar representing registered Democrats is high, a high percentage compared to registered Republicans."
1146,https://chartfc.s3.amazonaws.com/C60_publications.jpg,C60 publications per year. Data from Andreas Bart and Werner Marx,TRUE,Every year between 2000 and 2005 there were at least 1000 C60 publications.,The bar chart graphs between the years 2000 and 2005 are all over 1000 C60 publications.
1147,https://chartfc.s3.amazonaws.com/LargestJewishPopulations.PNG,"Two nested pie charts show the Largest Jewish populations in the world, grouped by country in which we can see that the US and Israel form a large part of the global population. dascire.com",FALSE,"The pie chart shows the distribution of Muslim population globally, grouped by country.","The pie chart showcases the global distribution of Jewish population in the world, grouped by country."
1148,https://chartfc.s3.amazonaws.com/Step_PT1.png,"Step Response Diagram (PT1, T = 1, K = 2)",FALSE,The system has an overshoot of 30%.," The chart shows that there is no overshoot in the system's response. The response curve approaches the steady-state value smoothly without any oscillation or overshoot. Therefore, the claim is false."
1149,https://chartfc.s3.amazonaws.com/FB_SCURVE.jpg,S-curve for Facebook growth,FALSE,Facebook's growth was linear over time.,"This claim is false the chart shows an S-curve pattern of Facebook's growth over time, which is no linear pattern."
1150,https://chartfc.s3.amazonaws.com/Noontime_direct_beam_terrestrial_solar_radiation_intensity_at_sea_level.png,"This is a graph of the direct beam solar radiation intensity versus day of the year at sea level for 30, 35, 40, and 45 degrees north latitude at solar noon. The graph is based on a model published in an article by J.L. Threlkeld and R.C. Jordan, Trans. ASHRAE, Vol. 64, p. 45 (1958). The graph shows the typical value for direct beam solar irradiance throughout the year under clear-sky conditions with sunlight at normal incidence to the collector surface.",TRUE,The intensity of direct beam solar radiation is highest at solar noon.,"The chart shows the intensity of direct beam solar radiation at sea level for different latitudes at solar noon. The highest point on each curve represents the maximum intensity of solar radiation at solar noon, supporting the claim."
1151,https://chartfc.s3.amazonaws.com/BanzhafPowerIndex.jpg,"Image of computer model of Banzhaf Power Index from http://demonstrations.wolfram.com/BanzhafPowerIndex/. GFDL-compatible terms of use can be read here: http://demonstrations.wolfram.com/termsofuse.html
Terms of Use: The Wolfram Demonstrations Project (""this Site"") is an informational resource made freely available by Wolfram Research.
All content on this site is licensed under the Creative Commons Attribution - Noncommercial - Share Alike 3.0 Unported License. By accessing the site or using it in any way, you accept and agree to be bound by the terms of this license. If you do not agree to these Terms of Use, you may not use this Site or content obtained from this Site. Wolfram Research reserves the right to change, modify, add to, or remove portions of these Terms of Use at any time without notice. Please refer back to this page for the latest Terms of Use.
A summary of the licensing terms can be found at: https://creativecommons.org/licenses/by-nc-sa/3.0
The full legal code can be found at: https://creativecommons.org/licenses/by-nc-sa/3.0/legalcode
In addition, the preview animations of each Demonstration, the pop-up snapshots, and the images available after clicking ""Link to this Demonstration"" are also licensed under the MIT License. The MIT License allows unrestricted use provided that the copyright notice is preserved. We encourage the use of the aforementioned items in educational resources around the web, for example on Wikipedia and university websites.

The full text of the MIT License can be found at: http://www.opensource.org/licenses/mit-license.php",FALSE,As per computer model of Banzhaf Power Index the highest swing votes computation index is 30.,the computer model of Banzhaf Power Index image chart shows that the highest computation index for swing votes as 20. this is seen by the value on bar graphs under swing votes computation index.
1152,https://chartfc.s3.amazonaws.com/Geographical_distribution_of_bilingual_Canadians.JPG,"Geographical Distribution of Bilingual Canadians (Sats Canada, 2006)",FALSE,The majority of bilingual Canadians live in Western & Northern Canada.," According to the chart, only 12% of bilingual Canadians live in Western & Northern Canada, while Quebec has the highest percentage of bilingual Canadians at 49%. Therefore, the claim that the majority of bilingual Canadians live in Western & Northern Canada is false."
1153,https://chartfc.s3.amazonaws.com/2018_%2526_2017_Profile_of_US_Electric_Energy_Generation_from_Natural_and_Other_Gasses.jpg,2018 & 2017 Profile of US Electric Energy Generation from Natural and Other Gases,FALSE,The highest value of 2018  Profile of US Electric Energy Generation from Natural and Other Gases was on the December month,The December month values was lower than July month. July month has the highest value in 2018
1154,https://chartfc.s3.amazonaws.com/Sources_of_Electricity_in_the_US_2005_New.png,"
Made by Acdx in Excel 2007 based on [1] and Image:Sources_of_Electricity_in_the_US_2005.png.",TRUE,The electricity generated from natural gas sources is greater than nuclear sources in the United States in 2005.,"The chart shows that natural gas generated 37.1% of the total electricity in the US in 2005, while nuclear sources only generated 19.6%."
1155,https://chartfc.s3.amazonaws.com/NovaScotia2021GeneralElections-RichmondRiding.png,official results of the 2021 Nova Scotia General Elections for the the Electoral District of Richmond,TRUE,The Progressive Conservative Party won the 2021 Nova Scotia General Elections in the Electoral District of Richmond.,The purple color section of the chart is the largest and it represents PC party with Trevor Boudreau
1156,https://chartfc.s3.amazonaws.com/IRWD_Operating_Budget_FY_11-12_graphic.jpg,Pie chart illustrating breakdown of Irvine Ranch Water District operating expenses for FY 2011-2012.,TRUE,Over half of the operating expenses for Irvine Ranch Water district for 2011-2012 was for water.,"According to the graph, 52.2% of the operating expenses were for water, which is more than half of the total expenses for Irvine Ranch Water District for 2011-2012."
1157,https://chartfc.s3.amazonaws.com/Chattisham_ethnicity.png,Chattisham's popuation ethnicity,TRUE,The population of Chattisham is divided into four different ethnicities.,There are four different colors in the pie chart representing Chattisham's population ethnicities.
1158,https://chartfc.s3.amazonaws.com/Pie_chart_of_causes_of_recurrent_miscarriage.png,"Pie chart of relative incidences of causative findings in cases with recurrent miscarriage. Reference:
 (2012). ""Abnormal embryonic karyotype is the most frequent cause of recurrent miscarriage"". Human Reproduction 27 (8): 2297–2303. DOI:10.1093/humrep/des179. ISSN 0268-1161.",TRUE,Abnormal embryonic karyotype is the most common incidences of causative findings in cases with recurrent miscarriage.,"According to the caption of the chart, ""Abnormal embryonic karyotype is the most frequent cause of recurrent miscarriage""."
1159,https://chartfc.s3.amazonaws.com/RDFa-UsageStatistics-charts.png,"Data from 2013 (see source). Pizza charts of percentual usage, 79% by URLs and 43% by domains, so, to reduce both biases, the average 61% is a good usage indicator.",FALSE,The chart shows that 79% of data usage was through domains.,"The chart actually shows that 79% of data usage was through URLs, not domains. The caption states that to reduce both biases, the average of 61% is a good usage indicator."
1160,https://chartfc.s3.amazonaws.com/French_2_Gender_Wikiproject.png,Data is from toolserver and was gather on 29 December 2011. It shows differences in accounts on wiki projects in the language referenced in the file name where users explicitly state their gender.  (This is not all users on a project.),TRUE,The majority of accounts on wikepedia in the french language are from male user accounts.,"Male accounts in french language are 25,000 users while female accounts are approximately 4,000 accounts."
1161,https://chartfc.s3.amazonaws.com/NL_rolandgarros2.png,"The performance of the best Dutch tennis players on Ronald Garros, 1968-2012.",FALSE,"Between 1968 and 2012, Richard Krajicek reached the finale stage at least once. ",The highest position Richard Krajicek reached was the halve finale. 
1162,https://chartfc.s3.amazonaws.com/AnimeFilms10BillionYen.png,"Chart of anime films that grossed more than 10 billion yen at Japan's box offices, with blue bars are films of Miyazaki Hayao's Ghibi Studio.",TRUE,The anime film princess mononoke grossed a lower amount at the Japan's box offices than the spirited away anime film. ,"As per the bar chart for anime films that grossed more than 10 billion yen at Japan's box offices, the blue bar for princess mononoke with a value of 19.3 is shorter in height compared to the blue bar for spirited away anime film with a value of 30.8. This confirms that film princess mononoke grossed a lower amount than the spirited away anime film at the  Japan's box offices."
1163,https://chartfc.s3.amazonaws.com/NPLOneGates.jpg,"Graph showing attendances in the Northern Premier League Division One, created by myself in Excel",TRUE,Buxton had the most attendances in the Northern Premier League Division One.,The bar for Buxton in the chart is between 400 and 500 which is greater than the other teams.
1164,https://chartfc.s3.amazonaws.com/On_Wikimedia.png,Community perspectives on Wikimedia,FALSE,Most people answered that the Wikimedia logo looked like a human .,Only 6 people answered that the logo looked like a human which is less than the movement category.
1165,https://chartfc.s3.amazonaws.com/AF-growth-model-2018-2019.png,"Current growth models for Art+Feminism events, participants, and articles created, based off of 5 years of data, as of July 2018.",TRUE,The chart above are four in number.,"As seen from the chart, there are four charts with different headings indicating the current growth models for Art+Feminism events, Articles created or improved, participants and productivity: Articles edited per participants."
1166,https://chartfc.s3.amazonaws.com/Use_of_adjective_awesome.png,cognitive analysis of the use of adjective awesome,TRUE,The Awesome impressive got the 36% score in the use of adjective awesome  based on the cognitive analysis.,The Awesome impressive indicated in white colour which mentioned in 36% use of  adjective awesome based on the cognitive analysis.
1167,https://chartfc.s3.amazonaws.com/Graph_Romania_electricity_supply_mix_2010.png,Electricity production in Romania by source of energy. Based on data from ANRE 2010,FALSE,"Coal is the second-lowest source of energy for electricity production in Romania.

","The chart shows that Coal contributes to 33% of the electricity production in Romania, which is the second-highest percentage among all the sources of energy listed in the chart. Therefore, the claim that Coal is the second-lowest source of energy for electricity production in Romania is false."
1168,https://chartfc.s3.amazonaws.com/Bar_chart_showing_the_occupational_structure_in_Woodlands_in_1881.jpg,"Occupational structure in Woodlands Civil Parish, Dorset in 1881 as reported by the census of occupation in 1881.",FALSE,Domestic Services has 60 females as the chart showed  ,Female domestic services is the first red bar from right side which has 20 females 
1169,https://chartfc.s3.amazonaws.com/India_Internet-Segments.jpg,"Active Users of Mobile Internet in India in 2009, Source: ICube, IMRB",TRUE,Young men using mobile internet are 33% of the total share. ,Young men using mobile internet is shown by green colour and its value is 33%. 
1170,https://chartfc.s3.amazonaws.com/Barchart.png,Barchart,TRUE,The blue series which represents series 1 has the highest data values as clearly represented ,"Talking about data values, blue series 1 has the highest value and the grey bar is the longest bar followed by blue"
1171,https://chartfc.s3.amazonaws.com/Barchart.png,Barchart,TRUE,The highest value for Series 1 was in the Role Play category.,The longest bar with a blue color corresponding to Series 1 is in the Role Play field.  
1172,https://chartfc.s3.amazonaws.com/Graph_of_Impervious_Surfaces_Coverage_in_the_US.png,Graph of Impervious Surfaces Coverage in the US,TRUE,The impervious surfaces coverage in the US is bellow 1 in 80% of the conterminous Unites States.,The blue bar on the chart standing for the value <1 goes up to 80%.
1173,https://chartfc.s3.amazonaws.com/Question4ChartExport.png,"answers as of 12.29.09
outreach:Category:Images",FALSE,The chart shows that cats are popular pets than dogs.,"This claim is false as the chart shows that dogs are preferred over cats, with 60% of respondents having a preference for dogs 40% had a preference for cats."
1174,https://chartfc.s3.amazonaws.com/Browser_Usage_for_March_2012.png,Reuploaded to make it fit the box better. Browser usage for the end of March 2012. Data from StatCounter.,FALSE,More people used IE than chrome and firefox combined.,The chart shows that chrome and firefox combined equals 55.85% while IE is just 34.81%
1175,https://chartfc.s3.amazonaws.com/Human_body_composition-_better_colours.JPG,Graph depicting the distribution of the components that make up the human body.,FALSE,Human body is made up of 50% of  minerals components.,Minerals in the chart by Orange colour which indicates only 5% of components that make up of human body.
1176,https://chartfc.s3.amazonaws.com/Structured_Media_Commons_Survey_2017_Findings_-_Useful_Features_Reported_by_Percentage_of_Users.png,Findings from GLAM Structured Media Commons survey.,FALSE,Ease of use is mentioned by the color red in the chart of GLAM Structured Media Commons survey.,Yellow color bar is Ease of use and that's also hold 45% in the chart of GLAM Structured Media Commons survey.
1177,https://chartfc.s3.amazonaws.com/Structured_Media_Commons_Survey_2017_Findings_-_Useful_Features_Reported_by_Percentage_of_Users.png,Findings from GLAM Structured Media Commons survey.,FALSE,"The bar chart depicts the results of a survey from GLAM regarding user useful features preferances. ""Reliability"" is the most relevant feature.","As it can be seen in the chart, the yellow bar is the most relevant, having the highest percentage of users: 45%. The yellow bar is assigned to ""Ease of Use"", while the blue bar that belongs to ""Reliability"" has less than 10%. Therefore, the claim is false."
1178,"https://chartfc.s3.amazonaws.com/Production_Quantity_%2526_Area_Harvested_of_Pumpkins,_Squash_and_Gourds_all_of_the_world_1961-2012.png","These graphs show production quantity and area harvested of pumpkins, squash and gourds in the world from 1961 to 2012. Data source is FAOSTAT.",TRUE,"The production quantity of pumpkins, squash and gourds between 5000000 to 10000000 during the years of 1961 to 1985.","The production quantity pumpkins, squash and gourds indicated by the orange line which is not moving above during the years of 1961 to 1985 in the graph."
1179,https://chartfc.s3.amazonaws.com/Average_Numbers_of_Patients_from_2010_to_2011.JPG,"This graph shows the decrease in the incidence of spondylolisthesis from 2010 to 2011. Diagnosis and treatment of spondylolisthesis decreased by 2,001 (approximately 12.8%) from 2010 to 2011.",TRUE,"In 2010, total number of patients crossed 15500.",Total number of patients shown by red bar crossed 15500 line.
1180,https://chartfc.s3.amazonaws.com/Grant_Co_Pie_Chart_New_Wiki_Version.png,Pie chart shows native vegetation of Grant County Minnesota.,FALSE,Mixed hardwoods - prairie is the least amount in the chart.,"Mixed hardwoods - prairie is represented with red color, but the smallest part of the chart is pale yellow."
1181,https://chartfc.s3.amazonaws.com/US_male_arrests_for_gambling_by_age.png,Arrests in the United States of males for gambling in 2014 by age. Data from UCR,TRUE,The chart is about Gambling arrests in the United States.,"According to caption and the chart handing, the chart represent the arrests in the United States of males for gambling in 2014."
1182,https://chartfc.s3.amazonaws.com/Percentage_of_total_production_global_tea_production_by_country_2013.png,Percentage of tea production by ten largest tea producing countries in 2013,FALSE,"India has more tea production than China.
",China actually produces more at 36% compared to 23% from India.  
1183,"https://chartfc.s3.amazonaws.com/Availability_of_Capital_for_Real_Estate,_2015_versus_2014.PNG","Emerging Trends in Real Estate - United States and Canada 2015
pwc.com",FALSE,Most people prefer the insurance company lenders over commercial banks.,The commercial lending and the insurance company leading have the same bar position indicating no much preference of one over the other.
1184,https://chartfc.s3.amazonaws.com/Todd_County_Pie_Chart_New_Wiki_Version.png,Pie chart shows native vegetation of Todd County Minnesota.,TRUE,"Grasslands constitute the large portion of native vegetation in Todd County, Minnesota.","The pie chart representing the native vegetation of Todd County, Minnesota, shows that the grasslands segment occupies the portion compared to other vegetation types, that is the large component of native vegetation in the county."
1185,https://chartfc.s3.amazonaws.com/Wind_Farm_Capacity_Factor.png,Normalized Wind Farm Output,FALSE,The normalized wind farm output is consistently decreasing over time.,This claim is false as there is no clear trend or pattern of decreasing normalized wind farm output over time shown in the chart. The output fluctuates daily and weekly.
1186,https://chartfc.s3.amazonaws.com/Question13ChartExport.png,"Question 13 Responses
outreach:Category:Images",TRUE,The responses to Question 13 are primarily related to images.,"The chart shows that the highest number of responses for Question 13 fall under the category of ""Images,"" indicating that a significant proportion of the responses are related to images."
1187,https://chartfc.s3.amazonaws.com/20220823_Public_underestimation_of_public_support_for_climate_action_-_poll_-_false_social_reality.png,"Horizontal bar chart showing public underestimation of public support for climate action, based on poll, showing ""false social reality"".
Source: Sparkman, Gregg; Geiger, Nathan; Weber, Elke U.,  (23 August 2022). ""Americans experience a false social reality by underestimating popular climate policy support by nearly half"". Nature Communications 13: 4779. DOI:10.1038/s41467-022-32412-y. ● Explained by Yoder, Kate Americans are convinced climate action is unpopular. They’re very, very wrong. / Support for climate policies is double what most people think, a new study found.. Grist (29 August 2022). Archived from the original on 29 August 2022.
Suggested caption:
Research found that 80–90% of Americans underestimate the prevalence of support for major climate change mitigation policies and climate concern. While 66–80% Americans support these policies, Americans estimate the prevalence to be 37–43%. Researchers have called this misperception a false social reality, a form of pluralistic ignorance.
Most SVG code for this graphic was automatically generated by the ""horizontal bar charts"" spreadsheet linked at User:RCraig09/Excel to XML for SVG. Legend and some text were manually nudged in a text editor.




This SVG file contains embedded text that can be translated into your language, using any capable SVG editor, text editor or the SVG Translate tool. For more information see: About translating SVG files.",TRUE, Americans underestimate public support for climate action by half.," The chart shows that 66-80% of Americans support major climate change mitigation policies and climate concern, they estimate the prevalence to be 37-43%, which is nearly half of the actual support."
1188,"https://chartfc.s3.amazonaws.com/Vote_share_in_Uttar_Pradesh_elections,_2012_partywise.png","The image is a pie-chart showing vote percentages party wise in Uttar Pradesh elections, 2012.",FALSE,INC and RLD parties combined for a higher vote percentage than the SP party.,"INC and RLD parties together add up to about 14 percent, well under the vote percentage of the SP party at 29.13."
1189,"https://chartfc.s3.amazonaws.com/Histogram_of_incoming_links_for_English_Wikipedia_articles,_January_2009.jpg","A histogram of the number of incoming links to articles in the English Wikipedia from other articles, based on data compiled by User:JaGa, as of January 24, 2009.  It counts links from pages in the main article space except redirects and disambiguation pages (pages with the ""disambig"", ""hndis"", ""geodis"" or similar templates).
In summary:

133515 articles with 0 links
465915 with 1-2 links
763683 with 3-10 links
1212195 with 11 or more links, including
521323 with 50 or more links (this long tail of highly linked articles is not shown on the graph)",TRUE,The majority of articles on English Wikipedia have less than 10 incoming links.,"The chart shows that the number of articles with less than 10 incoming links is higher compared to those with more than 10 links. Specifically, there are 465,915 articles with 1-2 links and 763,683 articles with 3-10 links, while only 1,212,195 articles have 11 or more links."
1190,https://chartfc.s3.amazonaws.com/Noncompetitive_kinetics.PNG,kinetics of a noncompetitive inhibitor,TRUE,Inhibited line is below than uninhibited line.,"The chart displays, inhibited line that represents red colour is below than uninhibited line."
1191,https://chartfc.s3.amazonaws.com/Noncompetitive_kinetics.PNG,kinetics of a noncompetitive inhibitor,TRUE,The relative rate of Uninhibited is consistently higher than Inhibited.,"The blue line which indicates ""Uninhibited"" is always higher than red line. "
1192,https://chartfc.s3.amazonaws.com/FIFA_rank_2015.jpg,FIFA rank 2015 for top 20 nations,TRUE,Belgium ranked highest of 20 nations in 2015.,"Belgium's line on the chart is the tallest, showing they ranked highest."
1193,https://chartfc.s3.amazonaws.com/Web_query_length.gif,Web query length,TRUE,The web queries have a length between 1 and 4 words.,"The tall bar on the chart corresponds to web queries with 3 words, and the combined height of the bars for queries with 1 to 4 words is the high, that they are the common."
1194,https://chartfc.s3.amazonaws.com/Web_query_length.gif,Web query length,TRUE,The web queries have a length between 1 and more than 10 words,"The tallest bar on the chart corresponds to web queries with 3 words, with 180000 of frequency."
1195,https://chartfc.s3.amazonaws.com/Web_query_length.gif,Web query length,TRUE,The highest frequency of web queries have a maximum length of 3 words.,"The claim is true as seen in the bar chart, the tallest bar has the highest frequency of 180000 and corresponds to number 3 on horizontal axis.."
1196,https://chartfc.s3.amazonaws.com/Students.jpg,Number of students in the years of 2014-2015.,FALSE,The number of male students is lower than the number of female students.,The chart shows that the number of male students is higher than the number of female students.
1197,https://chartfc.s3.amazonaws.com/Students.jpg,Number of students in the years of 2014-2015.,FALSE,The number of female students is high than the number of male students.,The chart shows that the number of male students is high than the number of female students.
1198,https://chartfc.s3.amazonaws.com/Students.jpg,Number of students in the years of 2014-2015.,FALSE,The number of male students is lower than the number of female students.,According to the pie chart male students share marked in blue and has value in 58% that is bigger than female one.
1199,https://chartfc.s3.amazonaws.com/Charts_(2).png,Charts 2.,TRUE,The most common salary is shown as 175000 - 190000.,The highest most common salary  175000 - 190000 is clearly shown on the pie chart mentioned with blue portion of pie chart. 
1200,https://chartfc.s3.amazonaws.com/ACE2011_voter_and_candidate_proportions.png,Signpost,FALSE,Supporting votes make the majority part of signpost.,"The claim is false as can be seen in the chart, no votes make the majority part of signpost."
1201,https://chartfc.s3.amazonaws.com/FY1516DonationsByMonthBarChart.jpg,Bar Chart of Donations Per Month for Calendar Year 2015,TRUE,May and June months  are the smallest amount of donation got at the year 2015.,May and June month the blue bar is very small compare than other months bar in the chart of 2015.
1202,https://chartfc.s3.amazonaws.com/C19orf67_histogram.png,Abundance of C19orf67 found throughout the body in humans relative to abundances of other human proteins.,TRUE,"C19orf67 is present in all body tissues in humans, it abundance is high in the testis."," The chart shows that C19orf67 is present in all human tissues, its abundance is high in the testis . This C19orf67 have a specific function in the testis."
1203,https://chartfc.s3.amazonaws.com/Occupation_2011_hugill.png,Graph to show Occupation in Hugill,FALSE,Occupation in Hugill is shown with the use of red colour bars. ,Occupation in Hugill is shown with the use of blue colour bars. 
1204,https://chartfc.s3.amazonaws.com/Coding_vendor_by_approach_pie_chart.png,Coding vendor breakout by approach.,TRUE,"In this pie chart, Back-end is smaller than Front-end.","The back-end (16%) represent red colour and front-end (84%) represent blue colour, which back-end is smaller than front-end."
1205,https://chartfc.s3.amazonaws.com/Coding_vendor_by_approach_pie_chart.png,Coding vendor breakout by approach.,TRUE,Front-end score more than the Back-end in the pie chart.,Front-end scored 84% and that is the more scorer than the Back-end 16%.
1206,https://chartfc.s3.amazonaws.com/Coding_vendor_by_approach_pie_chart.png,Coding vendor breakout by approach.,TRUE,The pie chart showing the front-end value is the higher value than back-end.,The chart denotes the  front-end  84% blue colour value  is the higher value than back-end 16% red colour value.
1207,https://chartfc.s3.amazonaws.com/Movements_Hilversum_Airport.png,Graph of the aircaft movements at Hilversum Airport (EHHV) between 1974 and 2019,FALSE,Aircraft movements at Hilversum Airport decreased significant over the past decade.,"The claim is false there has been a slight decrease in aircraft movements at Hilversum Airport since the peak in the early 2000s, there has no been a significant decrease over the past decade."
1208,https://chartfc.s3.amazonaws.com/PSURacialMakeup.png,"Pie chart showing enrollment by ethnicity at Pennsylvania State University (all campuses) as of Fall 2006, rounded to nearest percent. Data source: Penn State Fact Book, ""Enrollment by Ethnic Category As a Percent of Total Enrollment, Fall 2006",FALSE,There were more international students than African American students at Penn State in 2006.,The portion of the graph representing international students is smaller than the portion of the graph representing African American students.
1209,https://chartfc.s3.amazonaws.com/Weekly_reach_of_the_BBC_2005-6_Redvers.png,"
A graph showing the BBC's weekly audience reach across all served genres",TRUE,All BBC have covered over 90% of the audiences.,The red bar stands tall than all other bars in the graph
1210,https://chartfc.s3.amazonaws.com/ISI_Authors_By_Country.png,"ISI journal authorship, by country (Murphy, 2011, p. 96)",TRUE,The above chart is about journal authorship.,"From the caption of the chart, ISI journal authorship is what the chart is all about."
1211,https://chartfc.s3.amazonaws.com/Total_data_consumed_by_Opera_Mini_users_worldwide_(TB).png,Total data consumed by Opera Mini users worldwide from 2006 to mid-2008 in TB,FALSE,July 2006 has the highest user rate.,"The chart displays opera mini users world wide. In July 2008 it shows a 53.9 usage. The highest on the chart, not in July of 2006."
1212,https://chartfc.s3.amazonaws.com/Kanbanize_chart.jpg,Analytics in Kanbanize,TRUE,"The tasks are distributed between seven categories : To Deploy, Done, Working, Waiting, Testing, Sign off and Todo","Reading the chart, the pie is divided in seven portions representing seven tasks categories."
1213,https://chartfc.s3.amazonaws.com/Myhistogramstuff.png,"This file has no description, and may be lacking other information.
Please provide a meaningful description of this file.

",FALSE,The Histogram of Bin size reached at the frequency 5 while at the Bin 5th value.,The fifth bar which was the maximum frequency reached at 4 only in the bar chart. 
1214,https://chartfc.s3.amazonaws.com/Groupt_12.jpg,only a homework chart,TRUE,"As U increases against I (A) and P (W), for P (W), the highest value is when U is seven.","As per the homework chart for U against I (A) and P (W), The peak for P (W) line is when the U is seven indicating the highest value. This is seen by checking the peak point of blue line and finding the corresponding U value."
1215,https://chartfc.s3.amazonaws.com/Prikaz_10.19.jpg,Prikaz_10.19,TRUE,The data shows a strong positive correlation between X and Y variables.,"The  analyzing the data presented in the chart and which is available  it becomes evident that the values of X and Y variables expand together, a strong positive correlation."
1216,https://chartfc.s3.amazonaws.com/Question7ChartExport.png,"Responses to Question 7 as of 12.29.09
outreach:Category:Images",TRUE,Open Office is second largest preferred page layout software.,"As seen in the bar chart, the green bar representing Open Office is the second tallest bar, with share 50%, touching the second highest value of 4 in the chart."
1217,https://chartfc.s3.amazonaws.com/Question7ChartExport.png,"Responses to Question 7 as of 12.29.09
outreach:Category:Images",TRUE,Adobe InDesign has the highest percentage of all the items listed.,"The chart shows that the catagory ""Other; Please explain"" has the highest bar, indicating it has the largest percentage on the graph.  "
1218,https://chartfc.s3.amazonaws.com/Rolette_County_North_Dakota_Native_Vegetation_Pie_Chart_New_Wiki_Version.png,"Pie Chart shows native vegetation for Rolette County, North Dakota.",TRUE,"Rolette County, North Dakota contains more shrubland than grassland.","The chart shows that shrubland makes up 60% of the native vegetation in Rolette County, North Dakota, whereas grassland only accounts for 20%. This means that shrubland is three times more present than grassland, making the claim true."
1219,"https://chartfc.s3.amazonaws.com/Page_view_data_for_ITN,_15_June_2015.png","A plot of five news stories' pageviews as of June 15, 2015.",TRUE,"The pageviews for each news story vary significantly, with the highest being over twice as much as the lowest.","The claim that the pageviews of the five news stories are shown on the chart is true, as the caption confirms that the data displayed is from June 15, 2015."
1220,https://chartfc.s3.amazonaws.com/Distribution_of_recurrent_spontaneous_abortion_according_to_causes.jpg,Distribution of recurrent spontaneous abortion according to causes,TRUE,The chart shows the different causes of recurrent spontaneous abortion.,The chart displays a distribution of recurrent spontaneous abortion cases based on their respective causes. The bars indicate the percentage of cases attributed to each cause.
1221,https://chartfc.s3.amazonaws.com/Trialling_one_or_two_GAs_a_shift.gif,En.WP survey results on trialling one or two GAs per shift in the main-page DYK process,FALSE,Majority of people support trialling one or two GAs per shift in the main-page DYK process.,The support is represented by the blue color which takes the largest portion of the chart.
1222,https://chartfc.s3.amazonaws.com/Trialling_one_or_two_GAs_a_shift.gif,En.WP survey results on trialling one or two GAs per shift in the main-page DYK process,FALSE,Support is the highest space in the chart.,"The blue colour represent support and it is the highest one, which indicates more than half space."
1223,https://chartfc.s3.amazonaws.com/2017_State_Electric_Energy_Generation.jpg,2017 State Electric Energy Generation,TRUE,Texas was the state with the largest electricity generation in 2017 .,"As per the bar chart for 2017 state electric energy generation, the black bar for TX is the tallest."
